1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,geno,behaviour,fitness
28,27,22,19,17,17,16,11,10,8,8,7,6,6,6,6,5,5,4,4,39,24,22,20,18,17,17,16,15,15,13,11,11,10,6,6,5,5,4,4,35,35,35,35,35,35,34,34,34,34,34,33,28,28,28,28,17,16,16,14,10,--fsm-config --nstates 4 --s0 0 --rwm0 79 --s1 2  --n1 1 --n1x0 0 --c1x0 0 --p1x0 0.88 --s2 0 --rwm2 99 --n2 2 --n2x0 2 --c2x0 1 --p2x0 0.51 --n2x1 0 --c2x1 0 --p2x1 0.06 --s3 3  --n3 1 --n3x0 0 --c3x0 2 --p3x0 0.6 ,"[0.7285996568506892, 0.7041139612173504, 0.5735225678157888, 0.5109876830329125, 0.4544808147904483, 0.4497874562080727, 0.4119902749206242, 0.2928302077129399, 0.27305613618614993, 0.21456034882253716, 0.2064587511932691, 0.19009496374606163, 0.1740934259172427, 0.1615316002548907, 0.15826009991900855, 0.15595751340041078, 0.14042094179247197, 0.13638922629381484, 0.12401627040711903, 0.11919437029281998, 1.0, 0.6181296541340822, 0.5659233853730292, 0.5269152303576056, 0.4865933982109262, 0.45196949945385334, 0.4447608029377041, 0.4224555158793821, 0.3960290368746098, 0.3891580044693971, 0.33618983811319775, 0.29587990285361154, 0.2840526618189449, 0.2672918928828753, 0.17623638494443145, 0.15713149577031263, 0.14480189749378203, 0.13849421763818576, 0.12620945465245328, 0.12282993559467131, 0.8984758919604753, 0.8984758919604753, 0.8982046716204648, 0.8982046716204648, 0.8974577446400889, 0.8974577446400889, 0.8827559250951015, 0.8827559250951015, 0.880097683437859, 0.8797679683556924, 0.8797679683556924, 0.8521740258433538, 0.7298807146073554, 0.7264541113400619, 0.7264541113400619, 0.7184356159214136, 0.44720891856657785, 0.43373218525141116, 0.41339062982510494, 0.37124527519198214, 0.2633333333333333]",1
39,39,39,30,28,26,23,22,21,19,16,16,14,13,12,12,12,11,10,4,39,35,30,28,20,20,17,17,16,9,8,7,7,7,6,6,6,4,4,4,34,34,34,34,33,33,32,32,32,31,31,28,28,28,28,28,28,25,25,14,9,--fsm-config --nstates 1 --s0 0 --rwm0 17 ,"[1.0, 1.0, 1.0, 0.7803101294033591, 0.7281225360206344, 0.6900413842731972, 0.6074951391897513, 0.5874324803443308, 0.5485851877000765, 0.5105821208601957, 0.4302826837193658, 0.42488837392622664, 0.36923120272541615, 0.34986976440386586, 0.32171117798071885, 0.3189123197964533, 0.3181821497585347, 0.2985507867997947, 0.2715533670936431, 0.11812852215451054, 1.0, 0.899209490354574, 0.7881325693851159, 0.718370606475099, 0.517236907232382, 0.5170918521738976, 0.45755626700654195, 0.4566234593695012, 0.417043402264243, 0.2417270445464802, 0.22226865888413308, 0.19580453057345967, 0.18532467129042043, 0.18425529607969923, 0.17468447376573418, 0.16122746458903026, 0.1608278623035361, 0.12372007304216665, 0.11760213360931351, 0.10946109567313533, 0.8837651305237574, 0.8837651305237574, 0.8771597902103127, 0.8771597902103127, 0.8580753411608391, 0.8580753411608391, 0.8393599660803921, 0.8289574625967194, 0.8289574625967194, 0.7983997267185483, 0.7983997267185483, 0.7383392593764346, 0.7383392593764346, 0.7294727334237673, 0.7242025108854298, 0.7210599150247483, 0.7210599150247483, 0.6576148975633103, 0.6576148975633103, 0.3621530581168875, 0.23954166666666668]",4
39,29,29,27,24,23,20,18,16,11,11,11,9,8,6,5,5,4,4,4,39,25,25,25,23,18,18,15,14,13,11,10,10,8,6,6,4,4,4,4,26,26,25,25,22,22,20,19,19,19,19,18,18,18,17,16,16,16,15,14,8,--fsm-config --nstates 4 --s0 1  --n0 3 --n0x0 0 --c0x0 0 --p0x0 0.8 --n0x1 2 --c0x1 3 --w0x1 19.79 --p0x1 4 --n0x2 0 --c0x2 5 --p0x2 0.88 --s1 5 --rep1 3.7 --n1 2 --n1x0 2 --c1x0 1 --p1x0 0.55 --n1x1 0 --c1x1 1 --p1x1 0.78 --s2 0 --rwm2 81 --n2 3 --n2x0 1 --c2x0 5 --p2x0 0.6 --n2x1 1 --c2x1 0 --p2x1 0.34 --n2x2 0 --c2x2 3 --w2x2 18.81 --p2x2 8 --s3 0 --rwm3 46 --n3 2 --n3x0 0 --c3x0 2 --p3x0 0.47 --n3x1 0 --c3x1 5 --p3x1 0.57 ,"[1.0, 0.7504214666212247, 0.7448055163847596, 0.693257265537209, 0.6234668291519087, 0.5984277413666571, 0.5156011025575525, 0.4792981290889434, 0.41263835707981616, 0.30299310877760016, 0.30251957891881337, 0.2874078867709929, 0.2491282975791085, 0.2068332519643074, 0.17625911714379974, 0.1456498587751786, 0.130487258833482, 0.11627222561870743, 0.11192092916518087, 0.1059397448312791, 1.0, 0.6627394182774137, 0.6590182543667307, 0.6580547702687569, 0.6107814943933763, 0.4824706206270258, 0.476130756458422, 0.3898651750457577, 0.3651733280458828, 0.3376116752835573, 0.2834904096201393, 0.25873041514086204, 0.2585250442615143, 0.22712430901922698, 0.16420359970724352, 0.16349457021798697, 0.12573218870741337, 0.11957151880211053, 0.11814989940285994, 0.11619001080071183, 0.6776000389256976, 0.6776000389256976, 0.6575556627135863, 0.6575556627135863, 0.5651669830717759, 0.5651669830717759, 0.5192384974436859, 0.5060993399333865, 0.5060993399333865, 0.5029754195252548, 0.48967434044882485, 0.4859579368667608, 0.4665023007502913, 0.4665023007502913, 0.46076904087175263, 0.42626756580164854, 0.41724418326972507, 0.4144885969001077, 0.39961110919808207, 0.3820509501229646, 0.20733333333333334]",4
38,36,30,27,25,22,18,16,15,13,11,11,9,8,6,5,4,4,4,4,34,30,25,23,19,18,17,15,14,13,13,9,8,7,6,5,4,4,4,4,23,23,23,23,22,22,21,21,20,20,20,20,18,17,16,16,16,15,15,15,7,--fsm-config --nstates 3 --s0 5 --rep0 4.87 --s1 5 --rep1 0.68 --n1 1 --n1x0 0 --c1x0 5 --p1x0 0.63 --s2 3  ,"[0.9924832491399217, 0.9369886271905976, 0.7806672622756224, 0.6974765392370269, 0.6638100371003425, 0.5678356643711161, 0.4754249321951965, 0.42331187850351204, 0.4043843141198277, 0.3432847827098, 0.30487741603276575, 0.2938154863276528, 0.25601368405448416, 0.22920922119001721, 0.15670277696989096, 0.15333494000176404, 0.1230200833534833, 0.11873886805588128, 0.1074646565932684, 0.10607614324107885, 0.8793395152679707, 0.7918809152953304, 0.6422275604989665, 0.5979959078299112, 0.5114184932055956, 0.46382944482928523, 0.4403314863267038, 0.39799499831071383, 0.3807972205173317, 0.34258225372096635, 0.3353244012271901, 0.24937730453855167, 0.20850123112950467, 0.18151370871524225, 0.1789486673971806, 0.14670886296710967, 0.12070442541854356, 0.1198811346793615, 0.11768868457301475, 0.11449758665777836, 0.6074254152438964, 0.6074254152438964, 0.6036458240931399, 0.6036458240931399, 0.5728358223187439, 0.5728358223187439, 0.5611304530881739, 0.5611304530881739, 0.5373143933794995, 0.5373143933794995, 0.5163484560927188, 0.5163484560927188, 0.46993615692506513, 0.4587397021993986, 0.4358343489804613, 0.4161210166478311, 0.41474729976623587, 0.40675923114755946, 0.4024139273243403, 0.39839919960016607, 0.18583333333333332]",3
39,39,26,23,21,19,17,16,15,13,11,10,9,7,7,6,5,4,4,4,35,26,26,25,21,20,20,16,12,12,10,9,8,8,7,6,4,4,4,4,23,23,23,23,23,23,22,22,19,19,18,18,18,18,17,17,17,17,16,16,6,--fsm-config --nstates 4 --s0 1  --n0 3 --n0x0 0 --c0x0 0 --p0x0 0.8 --n0x1 2 --c0x1 3 --w0x1 19.79 --p0x1 4 --n0x2 0 --c0x2 5 --p0x2 0.88 --s1 5 --rep1 3.7 --n1 2 --n1x0 2 --c1x0 1 --p1x0 0.55 --n1x1 0 --c1x1 1 --p1x1 0.78 --s2 0 --rwm2 81 --n2 3 --n2x0 1 --c2x0 5 --p2x0 0.6 --n2x1 1 --c2x1 0 --p2x1 0.34 --n2x2 0 --c2x2 3 --w2x2 18.81 --p2x2 8 --s3 0 --rwm3 46 --n3 2 --n3x0 0 --c3x0 2 --p3x0 0.47 --n3x1 0 --c3x1 5 --p3x1 0.57 ,"[1.0, 1.0, 0.670490008492956, 0.6046658662200026, 0.55442398917112, 0.48767791280219486, 0.4556742530450373, 0.42942133972704694, 0.40610576110324326, 0.33999346920554796, 0.2981213460050539, 0.2763732879907267, 0.2474200676962035, 0.18732461511652196, 0.1854047971500386, 0.15990820655974705, 0.15016832682863956, 0.12502380978295652, 0.11527026113131028, 0.10645867754646172, 0.9062100525390135, 0.6742551612334211, 0.6702114566265625, 0.6480527148373105, 0.563834988608641, 0.5260005602316137, 0.5129625139755237, 0.4357685285365429, 0.31560193313658497, 0.31255489332979935, 0.2769006559527096, 0.2379565667557906, 0.2181995715141174, 0.2053569666889772, 0.18961714240772962, 0.15739801930538122, 0.12230367453661045, 0.11883013982740068, 0.11355858450998163, 0.10724927172166908, 0.6153208878391495, 0.6153208878391495, 0.6117243676114593, 0.6117243676114593, 0.6090214242204071, 0.6090214242204071, 0.5687089519309959, 0.5687089519309959, 0.49424685996405976, 0.49424685996405976, 0.4856698639343916, 0.4856698639343916, 0.47669553103827017, 0.4700515504317792, 0.44971329515198843, 0.44970629618787955, 0.44970629618787955, 0.43694813812532934, 0.4212107329926277, 0.4203984096902153, 0.17425]",4
32,31,28,22,20,18,15,15,15,15,14,13,8,8,6,6,6,5,4,4,39,31,25,24,23,23,21,18,17,17,15,15,15,12,11,8,5,5,4,4,33,33,27,27,27,27,27,26,26,25,25,25,25,24,24,22,19,18,17,17,7,--fsm-config --nstates 1 --s0 1  ,"[0.8230582770091223, 0.8058628304589026, 0.7243800177439903, 0.584311273617425, 0.5205542211557226, 0.4860936308435753, 0.4065296133297639, 0.4003813135545669, 0.40021674296553583, 0.39822670237858526, 0.36512680608375775, 0.34729406502244164, 0.21435463013928654, 0.20680367582439613, 0.17534752793077818, 0.16237693481756393, 0.1615517461170383, 0.1397955448025888, 0.11813849816470318, 0.11483714550968262, 1.0, 0.8127646378173745, 0.6516799149464129, 0.6409684251161135, 0.6122375727241548, 0.5942100167577253, 0.5426823359825418, 0.48223021788285814, 0.4534573074908075, 0.45057168200474684, 0.40246454134582654, 0.39777390794489753, 0.39355204587746195, 0.3100104222774979, 0.29119491651559465, 0.20716497346825563, 0.13670033938622164, 0.1288648602575114, 0.11647280483607148, 0.11431167429624321, 0.8652289233524453, 0.8652289233524453, 0.705852282788581, 0.705852282788581, 0.7050749538979119, 0.7050749538979119, 0.6941650159274102, 0.6763130315035552, 0.6763130315035552, 0.6523220514032151, 0.6523220514032151, 0.647208151836342, 0.647208151836342, 0.6291183295023074, 0.6225890084877511, 0.5719822774455178, 0.48783386369057763, 0.4854012955845039, 0.45986992942221694, 0.45986992942221694, 0.2]",4
39,39,33,33,17,15,14,13,12,11,10,10,10,9,9,8,8,7,7,6,39,39,39,39,39,39,39,39,39,39,39,38,37,37,30,30,8,8,7,7,35,35,34,34,34,33,33,33,33,33,33,33,33,33,32,32,32,32,32,32,29,--fsm-config --nstates 1 --s0 4 --att0 2.13 ,"[1.0, 1.0, 0.8674516936571715, 0.8484934543777615, 0.4366590602235865, 0.3911681158696513, 0.3834529759696371, 0.34175428995709267, 0.3173933562047948, 0.30354684699616485, 0.2804900521837107, 0.27142731921148827, 0.2589069166055382, 0.2419435540590103, 0.23779275386968116, 0.2215868042942239, 0.2212409006263175, 0.1939936477510241, 0.1880526564422248, 0.1738853653350671, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9960304227913032, 0.9609378433669976, 0.9513416009293365, 0.791716643122111, 0.7835936869440846, 0.21366452534500885, 0.2097380806700017, 0.19532478106812148, 0.1826679569452971, 0.8982119307566537, 0.8982119307566537, 0.8746290534340498, 0.8746290534340498, 0.8740989129698177, 0.8686859014122756, 0.8686859014122756, 0.8618715503298592, 0.8600798934607944, 0.8600798934607944, 0.8551584030229219, 0.854300448163197, 0.846570164670774, 0.846570164670774, 0.8426539202257003, 0.8426539202257003, 0.840263815204096, 0.8394353637346534, 0.8386408643745537, 0.8380920825729501, 0.7441666666666666]",16
29,27,27,26,26,25,25,25,24,24,22,22,22,22,21,20,20,18,16,15,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,33,33,32,30,0,--fsm-config --nstates 4 --s0 3  --n0 1 --n0x0 2 --c0x0 0 --p0x0 0.46 --s1 0 --rwm1 64 --n1 2 --n1x0 0 --c1x0 0 --p1x0 0.71 --n1x1 2 --c1x1 0 --p1x1 0.77 --s2 1  --n2 1 --n2x0 2 --c2x0 1 --p2x0 0.1 --s3 5 --rep3 1.12 --n3 3 --n3x0 1 --c3x0 4 --w3x0 9.6 --p3x0 6 --n3x1 0 --c3x1 0 --p3x1 0.06 --n3x2 0 --c3x2 0 --p3x2 0.49 ,"[0.7487903842788296, 0.7170813914013475, 0.7080357440639222, 0.6795493366514394, 0.6764495645036532, 0.6563235210696824, 0.6522960224978438, 0.6440332686925763, 0.6240609460878146, 0.6223536599872345, 0.5893359888203714, 0.5890261130792163, 0.5732797713581638, 0.567662044373596, 0.5589058134448364, 0.5182511243753632, 0.5130921631787887, 0.47053121473584275, 0.4174647155691335, 0.39467635398285195, 0.13911733606738574, 0.13891071529879845, 0.1369528148311751, 0.13148348513252184, 0.12401593450119645, 0.12272549601346064, 0.12087114267328553, 0.12006002156246, 0.1169840844136597, 0.11685187838135651, 0.11604434565558872, 0.11366892962417502, 0.10813242847114865, 0.10693971986145442, 0.10590598275105062, 0.10484906184844565, 0.1045150938111962, 0.102032973876432, 0.10112518832715886, 0.10110371623239255, 0.8830892532650397, 0.8830892532650397, 0.877115665930438, 0.877115665930438, 0.8761196621146704, 0.8747018794105249, 0.8745035458921625, 0.8745035458921625, 0.873199628170075, 0.873199628170075, 0.8729450724353965, 0.8704592920193762, 0.8702320673144939, 0.8702320673144939, 0.8643921735934728, 0.8643921735934728, 0.8534875896609599, 0.8465966574704203, 0.8239336554638969, 0.7922761563478823, 0.01275]",0
39,39,33,31,26,23,21,20,19,18,18,15,15,14,14,12,9,8,6,5,39,38,36,29,22,18,17,17,17,17,15,14,14,10,9,6,6,6,6,4,34,34,30,30,29,29,28,28,28,26,25,25,23,23,20,20,19,17,17,17,7,--fsm-config --nstates 2 --s0 1  --n0 1 --n0x0 0 --c0x0 2 --p0x0 0.52 --s1 1  --n1 1 --n1x0 0 --c1x0 4 --w1x0 15.25 --p1x0 1 ,"[1.0, 1.0, 0.8607887076438303, 0.8072936169094177, 0.6676801406687473, 0.5970221868896247, 0.5440772793649553, 0.5256267417310303, 0.5110915896034929, 0.48073719697198936, 0.47255663705628814, 0.3952276360317244, 0.39400352283708767, 0.37843262560459223, 0.3730508861355065, 0.32924539147230125, 0.24724036185556653, 0.21055036015158793, 0.15414358607969786, 0.15007977835355235, 1.0, 0.9769823580589734, 0.9457857456169949, 0.7565556759487927, 0.5791178924876463, 0.46182785207641674, 0.45834132391676125, 0.44578522138759474, 0.44158617509727305, 0.43607670828396683, 0.3947053974988515, 0.3824946215054469, 0.3648687093090201, 0.27368359130300757, 0.25069692149882306, 0.17755680083997294, 0.17260955484190807, 0.16711191680953194, 0.15656972544743164, 0.10683476502263789, 0.8761616707563059, 0.8761616707563059, 0.7845239803726405, 0.7845239803726405, 0.7497265280700534, 0.7497265280700534, 0.7365564352660056, 0.7365564352660056, 0.7232389807088944, 0.6794166696842018, 0.6505387368319725, 0.6475887520105524, 0.601415356384808, 0.601415356384808, 0.5277246740729288, 0.5277246740729288, 0.5091137014881311, 0.44995096418989006, 0.43964002451288137, 0.439279465566016, 0.2]",4
31,29,25,24,23,19,17,16,14,12,11,10,9,7,6,6,5,4,4,4,39,38,26,25,22,19,16,15,14,12,11,10,10,9,7,6,4,4,4,4,25,25,23,23,22,22,20,20,19,19,19,19,18,18,18,17,17,16,16,15,6,--fsm-config --nstates 4 --s0 1  --n0 3 --n0x0 0 --c0x0 0 --p0x0 0.8 --n0x1 2 --c0x1 3 --w0x1 19.79 --p0x1 4 --n0x2 0 --c0x2 5 --p0x2 0.88 --s1 5 --rep1 3.7 --n1 2 --n1x0 2 --c1x0 1 --p1x0 0.55 --n1x1 0 --c1x1 1 --p1x1 0.78 --s2 0 --rwm2 81 --n2 3 --n2x0 1 --c2x0 5 --p2x0 0.6 --n2x1 1 --c2x1 0 --p2x1 0.34 --n2x2 0 --c2x2 3 --w2x2 18.81 --p2x2 8 --s3 0 --rwm3 46 --n3 2 --n3x0 0 --c3x0 2 --p3x0 0.47 --n3x1 0 --c3x1 5 --p3x1 0.57 ,"[0.7980314817713243, 0.7527761059045525, 0.6448020850519327, 0.618567598727929, 0.6092333494499732, 0.4877608366823907, 0.45750157584183504, 0.41749343500556085, 0.36168252538788725, 0.33033345965192124, 0.3028660298419495, 0.25951985661790444, 0.23591210003921956, 0.18454590997573528, 0.16645204341574085, 0.15848015443989327, 0.1431881974001202, 0.12690053571141466, 0.10933818044907105, 0.10699681955260913, 1.0, 0.9862392680415065, 0.6823209350562277, 0.6647138203235234, 0.5690190367045304, 0.5120091024647749, 0.412948886886762, 0.4049498755265118, 0.3699096706557238, 0.3089887431822155, 0.2930822821813891, 0.27437819093974863, 0.2607070348011476, 0.2369406551300997, 0.18181723136765948, 0.16043802542501406, 0.12440061850373149, 0.1183104772167469, 0.10922533013742977, 0.10839146524543436, 0.6443102371129605, 0.6443102371129605, 0.6131921180897398, 0.6131921180897398, 0.5672012243067751, 0.5672012243067751, 0.5228362017758278, 0.5228362017758278, 0.5038505874833822, 0.5038505874833822, 0.5012524302357567, 0.49143430212750977, 0.47656799602992234, 0.4700106758732069, 0.4674043101739116, 0.4564629241364082, 0.4564629241364082, 0.42954563969261683, 0.4133854735072518, 0.39925576347518255, 0.17066666666666666]",4
39,39,38,36,36,34,29,24,21,21,20,18,16,8,5,5,5,5,4,3,34,24,22,21,21,19,19,16,15,14,14,13,12,10,10,6,5,5,4,4,35,35,34,34,32,32,30,30,30,28,28,27,27,26,26,25,25,21,20,15,8,--fsm-config --nstates 4 --s0 0 --rwm0 79 --s1 2  --n1 1 --n1x0 0 --c1x0 0 --p1x0 0.88 --s2 0 --rwm2 99 --n2 2 --n2x0 2 --c2x0 1 --p2x0 0.51 --n2x1 0 --c2x1 0 --p2x1 0.06 --s3 3  --n3 1 --n3x0 0 --c3x0 2 --p3x0 0.6 ,"[1.0, 1.0, 0.9993439992770682, 0.9464515267136253, 0.9437969507224699, 0.8782001843230608, 0.7613425025254191, 0.6352048581122128, 0.5522802543379511, 0.542601188992111, 0.5347431107023577, 0.48208945429855043, 0.42541663298432264, 0.21544644975874308, 0.1497754655564433, 0.13778470561127623, 0.1347148838652606, 0.1322891653987493, 0.113115930268571, 0.10023087487973943, 0.8891381928549253, 0.6240696282430748, 0.5872942705348004, 0.5601210007791586, 0.5439738911029108, 0.49918516201980895, 0.4926485419785927, 0.4128428777185394, 0.3932740405025507, 0.37205642094931235, 0.37086069962328466, 0.33901408028298086, 0.331122681176711, 0.27899325980539763, 0.2564981113229649, 0.17610144639773131, 0.1522042731249679, 0.14279333321671672, 0.12527863044339774, 0.11975714021451511, 0.8987176997816425, 0.8987176997816425, 0.8745399286081089, 0.8745399286081089, 0.8401455295558001, 0.8401455295558001, 0.794700222157706, 0.7792959882697313, 0.770747816824765, 0.7308571313087111, 0.7308571313087111, 0.6948135319418263, 0.6948135319418263, 0.6740398320160945, 0.6740398320160945, 0.6432297749906716, 0.6432297749906716, 0.5581352107734385, 0.5227547075337725, 0.3955023254226209, 0.20808333333333334]",1
39,37,30,27,25,25,22,19,18,17,17,14,14,12,12,12,11,8,7,4,39,39,39,28,23,23,19,18,16,14,10,10,9,8,7,5,5,4,4,4,34,34,30,30,28,27,27,27,27,26,26,26,25,25,24,22,20,20,19,17,7,--fsm-config --nstates 1 --s0 1  ,"[1.0, 0.9673701334926076, 0.7886130353833963, 0.6959872269429754, 0.6421771282053278, 0.6416786675125967, 0.5719584991686997, 0.4989434745227371, 0.46571956546094373, 0.4542894336180191, 0.45290655768675137, 0.38076241518846016, 0.3800069348871088, 0.33178068890748363, 0.3272392216250649, 0.31216998447314936, 0.2933155381377268, 0.21825170745754002, 0.19335923038908273, 0.1213972207805341, 1.0, 1.0, 1.0, 0.7298473339233454, 0.604782094719188, 0.6043807035269919, 0.4939851773684323, 0.48583948876154165, 0.43095691798172997, 0.36896430251556556, 0.26940818227023455, 0.263271495742053, 0.23656888105647123, 0.20658875690414877, 0.18048645453367684, 0.15361614495496378, 0.14179838961074748, 0.11195339769816905, 0.10538723560839472, 0.104761279129682, 0.8823863843299535, 0.8823863843299535, 0.7864308602679877, 0.7864308602679877, 0.7375836305665714, 0.7026503546483314, 0.7026503546483314, 0.6923387803661184, 0.6923387803661184, 0.6772941546894785, 0.6736251588334462, 0.6736251588334462, 0.6518054124598739, 0.646762698193048, 0.6350094381519907, 0.5873579593601811, 0.5258744324798182, 0.5258744324798182, 0.5001278895380105, 0.4423602200172533, 0.2]",4
39,35,29,21,21,20,18,17,16,15,15,12,12,11,10,9,6,6,5,4,39,25,22,21,18,13,13,13,11,10,10,9,9,9,8,7,7,7,4,3,33,33,33,33,32,29,29,28,28,28,25,24,24,23,23,20,18,15,14,11,5,--fsm-config --nstates 4 --s0 0 --rwm0 79 --s1 2  --n1 1 --n1x0 0 --c1x0 0 --p1x0 0.88 --s2 0 --rwm2 99 --n2 2 --n2x0 2 --c2x0 1 --p2x0 0.51 --n2x1 0 --c2x1 0 --p2x1 0.06 --s3 3  --n3 1 --n3x0 0 --c3x0 2 --p3x0 0.6 ,"[1.0, 0.906328977804697, 0.7685266156313189, 0.5628483373449273, 0.5533502433925127, 0.5368098519253826, 0.4632998526076358, 0.4412802456060093, 0.41396092910505966, 0.4031368024972922, 0.38670681018827135, 0.32449560952058126, 0.3218751345349608, 0.2974094335780311, 0.2800834440805415, 0.2386978475261059, 0.16024954973122518, 0.15492141325861744, 0.13517918873156862, 0.11245540566625474, 1.0, 0.6612242217644178, 0.5870540351738679, 0.5541188406294587, 0.47558048422700455, 0.3427466907916764, 0.33957806518627537, 0.3344782431852416, 0.3030868615849298, 0.2789349656741589, 0.25857977928403125, 0.24718112575214532, 0.24667571039254696, 0.24343721850001276, 0.22117144282717804, 0.18823186690266738, 0.18683807473804862, 0.181799710077948, 0.11708987048391332, 0.10083946475226983, 0.8536692746810275, 0.8536692746810275, 0.850789082206138, 0.850789082206138, 0.8325220285182453, 0.7476021004002903, 0.7476021004002903, 0.7359224544307403, 0.7224411119237425, 0.7224411119237425, 0.6564166774825433, 0.6315610385143248, 0.6315610385143248, 0.5981943611918782, 0.5981943611918782, 0.5363241147694954, 0.47689161353386506, 0.3850736904696315, 0.3798409043003922, 0.2851561777194648, 0.15341666666666667]",2
37,36,33,25,22,20,20,19,17,15,13,13,12,10,7,6,6,6,5,4,39,34,28,28,19,12,10,10,10,8,8,7,6,6,5,5,5,5,4,4,34,34,34,34,34,34,32,32,31,31,29,26,26,23,21,21,20,17,16,12,4,--fsm-config --nstates 2 --s0 0 --rwm0 93 --s1 2  ,"[0.9672084790140772, 0.942339082988898, 0.8537680044284078, 0.654301031952528, 0.5757337433738333, 0.5367354054814574, 0.5249924556277314, 0.4933315786135471, 0.43743389649694386, 0.39233413445296594, 0.34011540660932404, 0.33995399912562946, 0.3291865687644413, 0.2598472199902278, 0.20094090587900781, 0.17017014164572117, 0.1640874895522615, 0.1583049091002024, 0.15026429797384896, 0.11716684035588261, 1.0, 0.8723451634738757, 0.7355140766880696, 0.7331830440360708, 0.5028633730409843, 0.31905718607765754, 0.2803910807472768, 0.26137216169734345, 0.258486301292647, 0.22549475435317903, 0.21645556541681088, 0.1927304558400132, 0.16034055024837268, 0.15758091251434142, 0.15115801513117105, 0.1450745540886819, 0.14289700557500762, 0.13579840794166567, 0.11330542740036448, 0.11098556173221612, 0.8872793469817086, 0.8872793469817086, 0.8826909142326773, 0.8826909142326773, 0.8783056346604032, 0.8783056346604032, 0.8348269987158778, 0.8348269987158778, 0.814876860118937, 0.814876860118937, 0.7461558332272604, 0.6789993552572976, 0.6789993552572976, 0.5964462163214683, 0.561231891404419, 0.561231891404419, 0.5326941983818384, 0.4388220931238696, 0.4192685409020875, 0.3158045543031937, 0.12795833333333334]",4
30,29,27,23,22,21,19,17,13,13,13,12,12,11,11,9,5,5,4,4,31,30,28,24,21,21,19,18,15,14,12,12,9,8,7,6,6,5,3,3,33,33,33,33,32,32,30,30,29,27,25,25,23,23,23,19,18,18,14,12,11,--fsm-config --nstates 2 --s0 0 --rwm0 68 --s1 0 --rwm1 42 ,"[0.7766112142524411, 0.7634376305559218, 0.6943850896791547, 0.6060673748503403, 0.5847734234158459, 0.554781315029336, 0.4967894929129562, 0.44217432682627134, 0.35724208402482754, 0.3367179608638546, 0.33357645177911643, 0.32234628577504715, 0.31059599506593355, 0.3027020757894497, 0.28298500774052826, 0.23615739745935685, 0.13433048397018788, 0.1341608199267717, 0.12486340955773147, 0.10730764491414721, 0.8110271620344198, 0.783444237815447, 0.7230669420680238, 0.6310552489315852, 0.5529068149956504, 0.5522894159268051, 0.508199749147941, 0.48197186727681157, 0.3983811617040987, 0.3597164858225991, 0.31575468611894164, 0.31162542144160754, 0.2498662865293781, 0.21009041316957705, 0.19060024018624974, 0.17246653811954832, 0.1547304756716059, 0.14700827774128214, 0.0996594214684043, 0.0990573289082584, 0.8629026454577527, 0.8629026454577527, 0.8497711004634971, 0.8497711004634971, 0.8302821288918261, 0.8302821288918261, 0.784462198018164, 0.784462198018164, 0.7488208583916828, 0.7132939613461555, 0.6544848034293534, 0.6505639830909686, 0.6151868396552583, 0.6151868396552583, 0.5982744070580837, 0.4986359039064195, 0.4674322515147449, 0.4674322515147449, 0.36562256090833656, 0.317036857647143, 0.29029166666666667]",4
39,33,33,27,26,24,23,18,15,13,11,9,9,8,7,6,5,4,4,4,39,39,33,25,20,19,18,17,13,10,9,8,7,6,5,5,5,4,4,4,31,31,30,29,29,29,29,27,27,25,24,24,24,23,22,20,20,17,16,15,7,--fsm-config --nstates 3 --s0 1  --s1 2  --s2 0 --rwm2 14 ,"[1.0, 0.8666551698397701, 0.8569169924115712, 0.7037389849008965, 0.6690521642147398, 0.6247971918637938, 0.6123035394649058, 0.46387226284424793, 0.38566014691564154, 0.34716121723729776, 0.28655682123460346, 0.2465387957433394, 0.23246505930850878, 0.21589757621720326, 0.19799951908438673, 0.16686685137757398, 0.1338849331498899, 0.12266867571089934, 0.11826432932820183, 0.11532243539648399, 1.0, 1.0, 0.853955870396483, 0.6449900633615449, 0.5155072111865882, 0.5020593392924879, 0.4817984281623661, 0.4526025090121559, 0.3333349353112187, 0.26597489270126234, 0.2517918568946956, 0.21243254832936667, 0.19999817975855058, 0.1589647237583931, 0.15192448348522142, 0.14309836395963324, 0.14050794371538775, 0.12616151877002052, 0.12150338153272842, 0.10742808052433689, 0.8019966360695903, 0.8019966360695903, 0.773782236508092, 0.7572525661660324, 0.7572525661660324, 0.74761320634093, 0.74761320634093, 0.7154452847978706, 0.7154452847978706, 0.65367059383698, 0.6375640759065049, 0.6223625538109181, 0.6223625538109181, 0.6096887706492915, 0.5828481871897306, 0.5221840469334789, 0.5211885604181308, 0.4408252573628822, 0.4355473302731015, 0.3945879517402087, 0.2]",4
