1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,geno,behaviour,fitness
39,34,26,21,21,20,19,17,15,13,12,11,10,10,10,7,6,5,5,5,39,39,36,33,27,25,24,21,21,20,17,17,17,14,13,8,8,8,5,4,34,34,34,34,33,31,30,30,29,29,28,27,26,26,24,22,22,22,19,19,14,--fsm-config --nstates 3 --s0 1  --n0 1 --n0x0 0 --c0x0 2 --p0x0 0.22 --s1 0 --rwm1 47 --s2 2  --n2 2 --n2x0 0 --c2x0 4 --w2x0 8.01 --p2x0 9 --n2x1 0 --c2x1 0 --p2x1 0.96 ,"[1.0, 0.8931063733478747, 0.6672609789058908, 0.5544457499850427, 0.5543481813568742, 0.522276310256776, 0.5126857360983407, 0.45830089951564773, 0.39912582939491376, 0.33983514252539176, 0.3145270251843296, 0.29126537021713095, 0.2778091991405172, 0.2720530231776968, 0.258135604543632, 0.1960854109540752, 0.15590529348868426, 0.14985212111016727, 0.13201737590166104, 0.13122497480601367, 1.0, 1.0, 0.9255207520898814, 0.8555000324541154, 0.7093034570369027, 0.6610252871732015, 0.6382380036635042, 0.557628687775331, 0.5412710304039988, 0.5383879820893479, 0.4570084383381327, 0.4428490890565828, 0.44019706373602835, 0.37659107244904133, 0.3550892334288829, 0.22669196510357542, 0.2163050471603461, 0.20668663533499193, 0.15304790808102145, 0.12226147486475421, 0.882279257168462, 0.882279257168462, 0.8756350066414343, 0.8756350066414343, 0.8646245008662331, 0.8163713235771248, 0.7755546931391867, 0.7755546931391867, 0.7496297708688795, 0.7496297708688795, 0.7294537706548004, 0.6961001864408067, 0.6733942210032019, 0.6733942210032019, 0.6242090120986371, 0.5798410455320323, 0.5737014668935005, 0.5725633180197917, 0.49930659428032337, 0.4957179617122648, 0.3595833333333333]",7
38,27,26,24,23,21,19,16,15,14,13,9,8,6,6,5,5,4,4,4,36,34,25,24,23,19,19,15,14,12,12,11,10,9,6,6,5,4,4,4,25,25,24,24,22,22,22,22,20,19,19,19,19,18,18,18,17,17,17,17,6,--fsm-config --nstates 4 --s0 1  --n0 3 --n0x0 0 --c0x0 0 --p0x0 0.8 --n0x1 2 --c0x1 3 --w0x1 19.79 --p0x1 4 --n0x2 0 --c0x2 5 --p0x2 0.88 --s1 5 --rep1 3.7 --n1 2 --n1x0 2 --c1x0 1 --p1x0 0.55 --n1x1 0 --c1x1 1 --p1x1 0.78 --s2 0 --rwm2 81 --n2 3 --n2x0 1 --c2x0 5 --p2x0 0.6 --n2x1 1 --c2x1 0 --p2x1 0.34 --n2x2 0 --c2x2 3 --w2x2 18.81 --p2x2 8 --s3 0 --rwm3 46 --n3 2 --n3x0 0 --c3x0 2 --p3x0 0.47 --n3x1 0 --c3x1 5 --p3x1 0.57 ,"[0.9837679122569088, 0.6955559684129091, 0.6844612649831525, 0.6237811694970771, 0.5934854042324195, 0.5586064365474283, 0.5068811159290485, 0.43051842321031186, 0.39148232662730786, 0.3630656476551009, 0.34012869888726766, 0.2545135282055383, 0.21681170501408045, 0.16843948371638678, 0.1581239570561922, 0.149892268872396, 0.14962189121378908, 0.12809210882254976, 0.12322939142751264, 0.10413689440406461, 0.9237330798174517, 0.8858791972610918, 0.6637281145435091, 0.6196693495619114, 0.6145035655829758, 0.5112392079780284, 0.5110979759136339, 0.4029122992073124, 0.36921155666215655, 0.3169735273576027, 0.3149273999085257, 0.29323618641230526, 0.25709942698852534, 0.25580850604126115, 0.17380225542264002, 0.16917063810546634, 0.13217761075149434, 0.11963932410184223, 0.11265635231506045, 0.10451256747162706, 0.6656160877371288, 0.6656160877371288, 0.6313981374145567, 0.6313981374145567, 0.5678278834545111, 0.5678278834545111, 0.5678275307821877, 0.5678275307821877, 0.5174960125562003, 0.5044199764635969, 0.5044199764635969, 0.5012684965005815, 0.5012684965005815, 0.48065439001163723, 0.4674240080726477, 0.46216801835221294, 0.44693623068915606, 0.44693623068915606, 0.4458878547230526, 0.44186213036023575, 0.17333333333333334]",3
28,27,26,26,25,25,25,24,23,22,22,22,21,21,19,17,15,15,14,4,25,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,35,35,35,35,34,34,34,34,34,34,34,34,33,33,33,33,32,31,30,1,1,--fsm-config --nstates 4 --s0 3  --n0 1 --n0x0 2 --c0x0 0 --p0x0 0.46 --s1 0 --rwm1 64 --n1 2 --n1x0 0 --c1x0 0 --p1x0 0.71 --n1x1 2 --c1x1 0 --p1x1 0.77 --s2 1  --n2 1 --n2x0 2 --c2x0 1 --p2x0 0.1 --s3 5 --rep3 1.12 --n3 3 --n3x0 1 --c3x0 4 --w3x0 9.6 --p3x0 6 --n3x1 0 --c3x1 0 --p3x1 0.06 --n3x2 0 --c3x2 0 --p3x2 0.49 ,"[0.7365921291794323, 0.7177505244037643, 0.6810016202539351, 0.672157482618083, 0.6599187310956934, 0.6465204861417655, 0.6426940460745801, 0.6390634217144794, 0.5943700748145861, 0.5832676051864591, 0.5827375439974228, 0.5662977928034364, 0.5509874064568354, 0.5434490453295951, 0.4905310422723882, 0.4434491404575931, 0.40440261427876834, 0.3934685357501229, 0.3665008558755729, 0.10388532894841308, 0.6535704800574306, 0.14029836377216748, 0.12866011733580457, 0.1270443809821838, 0.12461257874163587, 0.12442140739188438, 0.12039065074307362, 0.12007672708640835, 0.11753508523090492, 0.11654973932522474, 0.11623350725634171, 0.1128152598861165, 0.10808131496079174, 0.10778084411392824, 0.10720767534199645, 0.10597716145206663, 0.1051826880378065, 0.1051373093581019, 0.10170473804117038, 0.10127468947619962, 0.898442144697557, 0.898442144697557, 0.8984011137892118, 0.8984011137892118, 0.887231148517021, 0.887231148517021, 0.883605222077595, 0.8818848258543724, 0.8818848258543724, 0.8789921584483594, 0.873194164195761, 0.873194164195761, 0.8669520941213709, 0.8669520941213709, 0.8664484993417974, 0.8591252836381996, 0.8215868445018516, 0.8091926238034532, 0.793150218118936, 0.043564689985202534, 0.02925]",1
5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,35,34,33,33,32,32,29,29,29,29,28,27,25,25,25,25,25,24,24,22,35,35,34,34,34,34,34,34,34,34,34,34,34,34,33,33,33,33,33,32,32,--fsm-config --nstates 4 --s0 2  --s1 1  --s2 4 --att2 3.7600000000000002 --n2 3 --n2x0 0 --c2x0 5 --p2x0 0.68 --n2x1 1 --c2x1 3 --w2x1 2.3 --p2x1 10 --n2x2 2 --c2x2 0 --p2x2 0.42 --s3 2  --n3 1 --n3x0 0 --c3x0 5 --p3x0 0.69 ,"[0.14879836927769244, 0.14761473322969587, 0.1396359207572209, 0.13958547854532752, 0.13633127458936034, 0.13190860593693876, 0.12210053765568686, 0.12138400032853387, 0.12135053392304389, 0.12084201789873224, 0.12044817473444772, 0.1184473607582864, 0.11331587273616801, 0.10810305573744092, 0.10727320720584325, 0.10644489383671078, 0.10390703667010312, 0.10357349754461892, 0.10079875995865008, 0.09914062624775966, 0.9051208374579232, 0.8806543015622812, 0.8468992430594111, 0.8468322904860166, 0.8345791367669364, 0.8241310571105771, 0.7690352640225939, 0.7485180906751877, 0.7464180921018538, 0.7461404118422392, 0.7232810073535839, 0.7165724043811567, 0.6660913107135752, 0.6555826999699489, 0.6519135547462064, 0.649777844254527, 0.6449743308954451, 0.631989622771232, 0.6197824363190213, 0.5806631115645774, 0.898201416618495, 0.898201416618495, 0.8923121909300493, 0.8860561802680498, 0.8860561802680498, 0.8831997421377863, 0.8817123883101493, 0.8817123883101493, 0.8780116037851072, 0.8774907698580917, 0.8774907698580917, 0.8774743073637624, 0.8738398396272926, 0.8725546217642755, 0.8717888386164853, 0.8700723418204701, 0.8700723418204701, 0.8689442404932596, 0.8605944558177276, 0.8259056148264738, 0.8206666666666667]",18
39,32,28,23,22,19,19,17,17,16,15,10,8,8,8,8,6,5,4,4,32,26,24,24,22,19,12,11,11,11,10,8,8,7,6,5,4,4,4,3,34,34,31,31,28,28,26,26,25,25,25,24,24,24,23,23,22,21,15,8,8,--fsm-config --nstates 2 --s0 0 --rwm0 68 --s1 0 --rwm1 42 ,"[1.0, 0.8409578611792747, 0.7250948638066637, 0.6006095710227259, 0.5874949717549064, 0.5093376631580471, 0.5071390980269086, 0.4562946541279311, 0.43828879582570907, 0.4107122912929464, 0.39330191906522005, 0.2755579978924585, 0.22483410942306659, 0.21510180645120572, 0.21242989576250595, 0.2108185991441033, 0.16389027810713352, 0.1506348736025724, 0.10764771138088097, 0.10646464507653511, 0.8305952115806552, 0.6681173660334786, 0.6278513110956572, 0.6219526976408312, 0.5867931818035698, 0.5096359366622613, 0.32746940355068327, 0.30120286220927966, 0.29640012994651077, 0.28899641572363166, 0.2676851459911319, 0.21133123930872202, 0.209746666838714, 0.20324980774114196, 0.16475161278884712, 0.1511481359033063, 0.1270633541347658, 0.11263802361067858, 0.10412419482384884, 0.1007554833703672, 0.8970270755774445, 0.8970270755774445, 0.8049843045746107, 0.8049843045746107, 0.7368625154896793, 0.7368625154896793, 0.6685671338859692, 0.6685671338859692, 0.6648978553170447, 0.6443095641543576, 0.6443095641543576, 0.6288299591172463, 0.6282258618745028, 0.6282258618745028, 0.5998422967634492, 0.5998422967634492, 0.5807584302197394, 0.5433244819708104, 0.3850376066602252, 0.2202453660329206, 0.22520833333333334]",2
5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,36,34,32,31,31,30,29,28,27,26,26,25,25,25,25,25,24,23,23,22,35,35,35,35,34,34,34,34,34,34,34,34,34,34,34,33,33,33,32,32,31,--fsm-config --nstates 4 --s0 2  --s1 1  --s2 4 --att2 3.7600000000000002 --n2 3 --n2x0 0 --c2x0 5 --p2x0 0.68 --n2x1 1 --c2x1 3 --w2x1 2.3 --p2x1 10 --n2x2 2 --c2x2 0 --p2x2 0.42 --s3 2  --n3 1 --n3x0 0 --c3x0 5 --p3x0 0.69 ,"[0.14849747171604158, 0.1447956527916452, 0.14247307289123576, 0.13253217810499088, 0.1303278525500709, 0.12987596986343736, 0.12245932719952257, 0.1213606668903597, 0.11907850262967401, 0.11514068989363276, 0.11360857917448504, 0.11147746168687865, 0.10744198061952383, 0.10629300096046973, 0.10503886272339626, 0.10452019549149522, 0.10403846574857079, 0.10352452183172704, 0.10331228114145422, 0.1025406418027012, 0.9336939127192238, 0.8910052949803128, 0.8254583957520764, 0.8194381035203107, 0.8061173690836562, 0.7856413944890226, 0.7614083080392928, 0.7378736357746992, 0.7161497396198317, 0.6808630890698487, 0.6709360475385266, 0.6626169086903736, 0.654843941744477, 0.6506738968828227, 0.6486450897314356, 0.6434419178950654, 0.6164260950866743, 0.6138752925613659, 0.6057833631367412, 0.5839973340259902, 0.8995023993975364, 0.8995023993975364, 0.898881817915922, 0.898881817915922, 0.8902905857566913, 0.8902905857566913, 0.8846509525694277, 0.8845678638659807, 0.8845678638659807, 0.8788960528214252, 0.8762844214486352, 0.8762844214486352, 0.8758355394741526, 0.8758355394741526, 0.8722104311930021, 0.8659165594608598, 0.862328872935907, 0.8565093043198332, 0.8375323794677224, 0.8361441004888103, 0.8021666666666667]",16
39,39,39,35,33,26,26,25,21,15,14,13,12,12,9,9,7,6,6,4,39,39,39,33,32,25,23,23,22,22,17,13,12,11,10,9,8,6,5,4,31,31,29,29,29,29,28,26,26,25,25,25,24,23,23,21,20,19,17,16,11,--fsm-config --nstates 2 --s0 1  --n0 1 --n0x0 0 --c0x0 2 --p0x0 0.52 --s1 1  --n1 1 --n1x0 0 --c1x0 4 --w1x0 15.25 --p1x0 1 ,"[1.0, 1.0, 1.0, 0.9178089570622935, 0.849551811674665, 0.6784908722047645, 0.6715072726544672, 0.6415730882548604, 0.5495297522019752, 0.3981551101076546, 0.3699856126371303, 0.35183987079514395, 0.3184240327829033, 0.3089643597735673, 0.23447432455672865, 0.23339091335464296, 0.18608033072087404, 0.17360142576213905, 0.16113439042384284, 0.12704465639385457, 1.0, 1.0, 1.0, 0.8687793407661698, 0.8219316115121844, 0.6543242792722598, 0.6042336602739294, 0.6011339274141535, 0.5800281301683292, 0.5666617106737549, 0.4500839267207023, 0.3437477765543728, 0.30931692004040295, 0.28272634440628924, 0.2570403460737427, 0.2309606472885067, 0.20965087757574932, 0.1703457897156525, 0.13589950110990842, 0.10659225360971569, 0.817100816553088, 0.817100816553088, 0.7562696498328354, 0.7562696498328354, 0.7461067995405756, 0.7461067995405756, 0.7270236618116813, 0.6790754945641418, 0.6675349430896992, 0.6585268266128634, 0.6459252674426509, 0.6459252674426509, 0.6217941134890439, 0.6060854874482885, 0.6034221392462606, 0.5541697442594232, 0.5179474596798582, 0.4888286174267467, 0.43764541228847736, 0.4278454737679345, 0.3]",6
29,26,25,25,25,25,25,24,24,24,23,23,22,22,21,20,19,17,16,14,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,35,35,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,33,33,31,0,--fsm-config --nstates 4 --s0 3  --n0 1 --n0x0 2 --c0x0 0 --p0x0 0.46 --s1 0 --rwm1 64 --n1 2 --n1x0 0 --c1x0 0 --p1x0 0.71 --n1x1 2 --c1x1 0 --p1x1 0.77 --s2 1  --n2 1 --n2x0 2 --c2x0 1 --p2x0 0.1 --s3 5 --rep3 1.12 --n3 3 --n3x0 1 --c3x0 4 --w3x0 9.6 --p3x0 6 --n3x1 0 --c3x1 0 --p3x1 0.06 --n3x2 0 --c3x2 0 --p3x2 0.49 ,"[0.7580123635055691, 0.6806449905051428, 0.6599588872220958, 0.6552865258202567, 0.6546638995628116, 0.6531455721970822, 0.6522389599520104, 0.6409172433594761, 0.631858255879899, 0.6273546882473651, 0.6060052798003593, 0.6004384521910139, 0.5816984945080861, 0.5760327528513394, 0.5630486176860036, 0.5253378491657865, 0.49938892873017476, 0.44825225946021835, 0.41532368680288373, 0.38121594148755705, 0.13746909435798685, 0.13046392320880493, 0.1300375904578951, 0.12264379914428017, 0.12115776418030809, 0.12054332462677507, 0.1201803791540663, 0.11951582335685403, 0.11694615754565496, 0.1134086868151635, 0.11158117725621065, 0.1079407134648378, 0.10696352824955586, 0.10676739374423193, 0.10609301880838895, 0.10530230610303438, 0.10439262531478317, 0.10389373927124604, 0.1036307338676047, 0.10342266469769446, 0.898519827372093, 0.898519827372093, 0.8910565547690346, 0.8910565547690346, 0.890607019977904, 0.885318187375131, 0.885318187375131, 0.8821760032992554, 0.8796681622583674, 0.8796681622583674, 0.8793312457458925, 0.8793312457458925, 0.8782836895440683, 0.8782836895440683, 0.8778646095703141, 0.8723587785701764, 0.8723587785701764, 0.8574214118113166, 0.8542955726463117, 0.8120389180535529, 0.0027916666666666667]",0
37,35,34,29,24,18,16,16,14,12,11,11,9,8,7,7,4,4,4,3,39,39,39,33,22,18,17,17,16,15,15,8,7,7,7,6,6,5,5,4,34,34,34,34,34,34,29,29,29,29,23,20,20,19,19,18,18,17,17,15,9,--fsm-config --nstates 2 --s0 0 --rwm0 93 --s1 2  ,"[0.9648282810323677, 0.9129853115944017, 0.8867990064613562, 0.7658786792974024, 0.6321752225347091, 0.47445149290326405, 0.42656710652372887, 0.4213185921594984, 0.3678144076551992, 0.3147366139314222, 0.3065056066783753, 0.3014605401412163, 0.23982259162148284, 0.20847796453800171, 0.20260402215210385, 0.19583249195556823, 0.12470231014441867, 0.1216033975600845, 0.11453238723834806, 0.1008660265658322, 1.0, 1.0, 1.0, 0.8680058391466856, 0.586242998516838, 0.48250067330494156, 0.4612472398022775, 0.45266682864513014, 0.41119264062319794, 0.4008862033748087, 0.39886952864240266, 0.21567812769488645, 0.20185822481227206, 0.1926449020722647, 0.18185022791644068, 0.17202211428698594, 0.16231799695793278, 0.14797903642674118, 0.14066749185613625, 0.12760341673496586, 0.8970515227658284, 0.8970515227658284, 0.8905221486485128, 0.8905221486485128, 0.8728125172863912, 0.8728125172863912, 0.7521555809635122, 0.7521555809635122, 0.7466817668483949, 0.7466817668483949, 0.6128515914861696, 0.5322049872870019, 0.5299870456580906, 0.5048458779137661, 0.4971986507421048, 0.48284373386314816, 0.47069074097495317, 0.45055537990482064, 0.4501401473678873, 0.39607922621739394, 0.24529166666666666]",4
39,37,34,32,31,29,26,23,23,21,19,16,14,14,10,10,9,7,5,5,39,34,31,30,28,25,22,16,16,15,14,14,10,9,8,8,7,5,5,3,31,31,30,30,30,30,29,29,28,27,27,25,25,25,25,22,22,22,22,22,11,--fsm-config --nstates 3 --s0 1  --s1 2  --s2 0 --rwm2 14 ,"[1.0, 0.9518695411860864, 0.8761554555218714, 0.83847806998358, 0.8140961747461156, 0.7543229406296932, 0.6819879746818874, 0.6040338621209662, 0.5998366980464659, 0.5443671739278774, 0.5081115555276506, 0.41245759959481737, 0.3653404677594515, 0.35980881525055985, 0.27145452222756455, 0.2667127387184272, 0.2506152177170688, 0.1987081533719406, 0.1533871512913477, 0.1286866803071712, 1.0, 0.8958449931175106, 0.8107259392375847, 0.7903179546868144, 0.7254705476992684, 0.647129174694247, 0.5644862138273796, 0.4332128668510902, 0.4293866221493529, 0.40463950289600387, 0.3616726028159236, 0.3608924896031732, 0.2656067507822763, 0.25174379199333524, 0.22535878194931336, 0.21998875846296648, 0.1814174818106301, 0.15086049499103305, 0.12902939286371992, 0.10022340418121058, 0.8091757796059029, 0.8091757796059029, 0.7939136363441955, 0.7939136363441955, 0.7783275964962711, 0.7783275964962711, 0.7665510508453267, 0.7665510508453267, 0.7219755502430185, 0.7053223863958655, 0.6959467216145072, 0.6572300542422421, 0.6572300542422421, 0.6503159617634747, 0.6431029463401269, 0.5894174136347838, 0.5827473379607193, 0.5801974639521091, 0.5762027488539077, 0.5762027488539077, 0.3]",6
39,39,27,22,20,19,19,17,17,15,13,11,10,9,8,8,7,6,4,4,39,39,39,34,30,26,23,23,20,16,14,13,13,13,10,7,6,5,4,4,32,32,32,32,30,30,29,29,26,26,26,25,25,24,24,22,22,21,20,18,11,--fsm-config --nstates 1 --s0 1  ,"[1.0, 1.0, 0.7155464579788711, 0.5798438642000479, 0.5274058775473567, 0.5012536669949381, 0.5000153336932291, 0.4534410685196278, 0.44316643708900866, 0.3949396686471878, 0.3588345822514208, 0.30661534103757404, 0.26540345667657844, 0.23113244417699746, 0.22197580662355956, 0.21558234164747633, 0.18339900602987108, 0.15940040659658494, 0.10996277210960255, 0.10856597737364865, 1.0, 1.0, 1.0, 0.8785757526317731, 0.7818569305452857, 0.6847986885691669, 0.6097384651173066, 0.6088501810225174, 0.5382785535190849, 0.42819642054772816, 0.3739789544298723, 0.3573813360812117, 0.33474758962288204, 0.3345541944236425, 0.27605776426204154, 0.19247311096818615, 0.17011195829757483, 0.13882658880019683, 0.1181313189464874, 0.1140172964365426, 0.8383026013184977, 0.8383026013184977, 0.8315426828733807, 0.8315426828733807, 0.7749275331348335, 0.7749275331348335, 0.7628113062946807, 0.7628113062946807, 0.6911155578768818, 0.6911155578768818, 0.678117813000194, 0.6645991315823312, 0.6497801887460481, 0.6232794259598724, 0.6185598096795174, 0.5791744975370454, 0.5774430995284091, 0.5437743653675393, 0.520284080429005, 0.4868672180134208, 0.3]",6
39,34,30,29,23,21,21,15,14,13,12,12,11,11,10,6,5,4,4,4,39,29,28,27,21,18,18,17,16,16,14,14,13,13,12,7,7,6,5,4,35,35,34,34,34,34,30,30,30,30,29,29,28,26,26,24,24,19,19,16,11,--fsm-config --nstates 4 --s0 0 --rwm0 96 --n0 1 --n0x0 0 --c0x0 1 --p0x0 0.06 --s1 1  --n1 1 --n1x0 0 --c1x0 5 --p1x0 0.41 --s2 1  --n2 1 --n2x0 2 --c2x0 0 --p2x0 0.72 --s3 0 --rwm3 44 --n3 1 --n3x0 2 --c3x0 0 --p3x0 0.81 ,"[1.0, 0.880171380542133, 0.7914644411369132, 0.754856854830014, 0.6141530129799287, 0.5584472309719818, 0.554317582250342, 0.38871403821384337, 0.3736753668917498, 0.34594109982039306, 0.3217832942216088, 0.3149447792360307, 0.30554135156620893, 0.28416098159687525, 0.26362818887320133, 0.1606995066685556, 0.13253605277437155, 0.1260876152740101, 0.12236037673755082, 0.11936047489093295, 1.0, 0.7483801251197465, 0.7250524903393272, 0.7092441856288197, 0.5515745725557367, 0.48402362721502035, 0.46303222422019136, 0.44468202541165314, 0.43273382089067935, 0.4274690500777315, 0.3763700406224211, 0.36003586125084114, 0.3459058900668913, 0.33803608588384104, 0.3110096994756879, 0.20409283935312889, 0.1846063245495532, 0.15399570539665974, 0.1402881458153875, 0.12029429205189567, 0.8982591623328382, 0.8982591623328382, 0.8966813272410755, 0.8966813272410755, 0.8938551571695454, 0.8938551571695454, 0.7821176554015207, 0.7821176554015207, 0.7773785828168785, 0.7773785828168785, 0.7643392203412639, 0.7608161808638159, 0.7405095338829148, 0.6857872968690558, 0.6857872968690558, 0.638326463532569, 0.638326463532569, 0.5112659147045274, 0.5050681218040648, 0.4270740178620832, 0.285375]",4
38,34,32,27,25,24,24,18,14,13,10,10,9,9,8,6,5,5,4,3,39,33,23,19,15,15,13,12,11,10,9,9,8,6,6,5,5,5,4,4,35,35,33,33,33,33,31,31,31,31,26,24,24,22,22,22,20,18,18,11,7,--fsm-config --nstates 2 --s0 0 --rwm0 93 --s1 2  ,"[0.9779902621287713, 0.8753722372817577, 0.8241249261869671, 0.6938634852500402, 0.6630186044197459, 0.634457778901861, 0.6227543682912188, 0.47572767164712915, 0.3690605315878411, 0.3448914101410757, 0.2599567258072342, 0.25964241530249804, 0.24034526480275997, 0.23688833477876567, 0.21196655991590407, 0.16273661219031396, 0.14047084097857096, 0.13198981591901862, 0.11693808877365977, 0.10006514893611428, 1.0, 0.8682352127952041, 0.6113955706372393, 0.5045789750672433, 0.39626981565055647, 0.38498188085869733, 0.34714343084705845, 0.3246461535908371, 0.2972011440921431, 0.2590516837349069, 0.2509240419751883, 0.23280406138373952, 0.21638766705726187, 0.17801432771219217, 0.1589190673655067, 0.14312137335743944, 0.14081077426585545, 0.13124606387764656, 0.12734357186748, 0.1209093235488645, 0.8981880377667487, 0.8981880377667487, 0.8646642054689243, 0.8646642054689243, 0.8553303254772816, 0.8553303254772816, 0.8164647347706716, 0.8164647347706716, 0.8122498849884103, 0.8122498849884103, 0.6910219619274258, 0.63006454912128, 0.63006454912128, 0.573810624900115, 0.5655398417689981, 0.5654660054109802, 0.522220033561893, 0.48545686258705006, 0.48545686258705006, 0.2986745438717424, 0.1955]",2
33,31,27,27,26,25,21,17,13,13,10,9,8,7,7,6,6,6,6,6,39,39,35,34,33,28,24,23,18,18,16,16,15,13,11,9,8,5,4,4,31,31,30,30,27,27,27,27,24,24,24,23,23,21,21,21,20,20,19,15,11,--fsm-config --nstates 1 --s0 5 --rep0 0.71 ,"[0.8510098747321156, 0.8136292685941635, 0.7022065397750723, 0.6931761775817724, 0.6808420692270932, 0.6620333058979487, 0.5478778483950368, 0.44309922278568914, 0.3557605257194072, 0.34209386115133733, 0.2806530121032373, 0.23887587384545075, 0.2202926556639153, 0.20212068775740533, 0.18927012660672643, 0.17264211552738726, 0.17129544580026387, 0.1625329667304527, 0.16245428571712944, 0.15570768785051317, 1.0, 1.0, 0.9187954475101314, 0.8748990961746587, 0.8503190066732476, 0.7246228468202469, 0.637331181061141, 0.6088071570010366, 0.48473648664137403, 0.4700163235531451, 0.4239847953779657, 0.4159602378652944, 0.38944877367251357, 0.34377553386561915, 0.2890723568246855, 0.25463508043353217, 0.21266772938579792, 0.12864419427859342, 0.12522963252856043, 0.11189030971108874, 0.802180889720678, 0.802180889720678, 0.775564651020152, 0.775564651020152, 0.696488493261252, 0.696488493261252, 0.6951954550183219, 0.6951954550183219, 0.6300049071280914, 0.6218627312343827, 0.6218627312343827, 0.6121042031389721, 0.5926892219313764, 0.5543122146792091, 0.5517759128496857, 0.5412122969826575, 0.538436832930257, 0.5261998274298543, 0.5102395741801408, 0.3880906318578571, 0.28620833333333334]",7
39,39,38,28,23,19,18,16,15,15,14,11,10,10,9,7,6,5,5,4,39,39,34,30,27,26,23,22,22,21,14,13,12,11,9,9,6,6,6,4,33,33,32,32,31,31,28,28,27,27,26,26,26,25,24,21,21,21,16,13,11,--fsm-config --nstates 1 --s0 1  ,"[1.0, 1.0, 0.9850380226490887, 0.7353183618167402, 0.6103937331469925, 0.492290318468678, 0.47870289758421836, 0.42795957751446767, 0.4011231573917131, 0.38823436066335865, 0.3820577878652288, 0.28637529392408834, 0.26056140194173893, 0.2576429226481614, 0.23581280743065283, 0.19621504816740565, 0.17137832033273231, 0.13775997760485414, 0.13424777572414598, 0.1038478510483057, 1.0, 1.0, 0.891126466689922, 0.7783526424184803, 0.7139676303294874, 0.6877623783855588, 0.5900080311362512, 0.5742496304977072, 0.5711377510380317, 0.5577229281266683, 0.36448108763492865, 0.3442349639679969, 0.3138914766203772, 0.29310968247974273, 0.2538697504472413, 0.2424083178431107, 0.17266432145416022, 0.1680373253627055, 0.16311247396222553, 0.11826140869209499, 0.8502888177914488, 0.8502888177914488, 0.832580767499103, 0.832580767499103, 0.7975016794713156, 0.7975016794713156, 0.730626199478454, 0.730626199478454, 0.712029847409806, 0.7028508786957091, 0.6801418903432553, 0.669276311399058, 0.669276311399058, 0.6451827759329314, 0.6304700726939666, 0.5553184620501241, 0.5466791018601245, 0.5466791018601245, 0.43473078414541855, 0.35481226643933456, 0.3]",6
31,29,28,26,25,25,25,24,24,23,23,23,22,21,21,20,19,18,15,8,8,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,35,35,34,34,34,34,33,33,33,33,33,33,33,33,33,32,32,32,32,4,0,--fsm-config --nstates 4 --s0 3  --n0 1 --n0x0 2 --c0x0 0 --p0x0 0.46 --s1 0 --rwm1 64 --n1 2 --n1x0 0 --c1x0 0 --p1x0 0.71 --n1x1 2 --c1x1 0 --p1x1 0.77 --s2 1  --n2 1 --n2x0 2 --c2x0 1 --p2x0 0.1 --s3 5 --rep3 1.12 --n3 3 --n3x0 1 --c3x0 4 --w3x0 9.6 --p3x0 6 --n3x1 0 --c3x1 0 --p3x1 0.06 --n3x2 0 --c3x2 0 --p3x2 0.49 ,"[0.7962691587726344, 0.7582358668829057, 0.7224597594359665, 0.6770205760629625, 0.6635152741494664, 0.6513564418552237, 0.6413965955019417, 0.6409195725680269, 0.6407439866020956, 0.6033635784177647, 0.601794391471649, 0.599386839046746, 0.5840460500370498, 0.5586781979981911, 0.5578051259586371, 0.5356660277255358, 0.488930093436967, 0.4738036473201989, 0.40036680596163526, 0.21461489763891792, 0.20946495955106828, 0.13575554544060026, 0.12620582037768077, 0.12367851885760543, 0.1222566378899703, 0.12036198468121213, 0.11708356197394897, 0.11662698859368946, 0.1155058237482571, 0.11393883490317357, 0.10890913141437869, 0.10764816179628596, 0.10743893542653449, 0.10528883600075017, 0.10523993021999871, 0.10377263431801827, 0.10334707396323224, 0.10258781904818114, 0.10178675351889435, 0.10117293282967262, 0.8981776149158869, 0.8981776149158869, 0.89193253507187, 0.89193253507187, 0.8842635204574598, 0.8842635204574598, 0.870860531599668, 0.8704467300563408, 0.8704467300563408, 0.8650195243994852, 0.8650195243994852, 0.8634839448051311, 0.8634839448051311, 0.8560114918128372, 0.8517498672026463, 0.8459793201410415, 0.8459150077241235, 0.8297220517537011, 0.8229651803301461, 0.12574831800008074, 0.022]",0
