0.0724012,0.979828
-0.294767,0.706307
0.269433,-1.14943
0.460564,-0.325988
-1.07275,-0.523166
-0.535443,-0.938107
-0.466396,-1.09148
0.476563,-0.746157
-0.142806,-1.17152
-0.933275,0.0792029
-0.922401,-0.708988
-0.297146,1.10268
0.990846,0.549803
-0.184653,-0.29537
0.533588,0.394189
0.27791,0.19464
0.721694,-0.36637
0.662473,0.237605
0.661029,-0.11973
0.477721,0.880637
0.0717363,0.980059
-0.292503,0.709745
0.270683,-1.14934
0.460652,-0.325698
-1.0656,-0.524231
-0.535979,-0.933599
-0.467069,-1.09211
0.476455,-0.745938
-0.147456,-1.16482
-0.933411,0.0792029
-0.912995,-0.708006
-0.288195,1.10359
0.999204,0.546565
-0.182113,-0.296987
0.534407,0.394564
0.272642,0.190824
0.720106,-0.37288
0.655644,0.242917
0.661831,-0.11051
0.484512,0.882061
0.0712314,0.980465
-0.290632,0.711537
0.272167,-1.14967
0.460336,-0.323072
-1.05625,-0.524819
-0.536011,-0.932615
-0.468057,-1.09252
0.473518,-0.743279
-0.153242,-1.15517
-0.933365,0.0792293
-0.901196,-0.706834
-0.285341,1.10388
1.00572,0.543766
-0.178913,-0.300661
0.534131,0.394581
0.270598,0.1895
0.719779,-0.374454
0.65324,0.244829
0.662579,-0.100967
0.48543,0.882204
0.0667843,0.982299
-0.285043,0.713797
0.272419,-1.1497
0.460552,-0.320892
-1.04656,-0.524107
-0.536057,-0.932663
-0.470922,-1.0924
0.473035,-0.742786
-0.158642,-1.14588
-0.933267,0.079332
-0.89206,-0.706108
-0.283812,1.10345
1.0147,0.537688
-0.178011,-0.301531
0.537965,0.393051
0.267637,0.185967
0.721821,-0.38114
0.648892,0.246276
0.663344,-0.0953876
0.485314,0.882135
0.0597565,0.983474
-0.279889,0.714597
0.273392,-1.14998
0.460975,-0.319964
-1.03572,-0.521961
-0.535935,-0.931946
-0.475082,-1.09077
0.472638,-0.74252
-0.159628,-1.14419
-0.933075,0.0799061
-0.881506,-0.706463
-0.276954,1.09768
1.02085,0.533208
-0.172803,-0.309694
0.544854,0.388165
0.265603,0.181631
0.722229,-0.382473
0.642618,0.246862
0.663365,-0.0939827
0.487949,0.883162
0.0588615,0.98364
-0.278856,0.714611
0.274342,-1.15074
0.46189,-0.319222
-1.02457,-0.519192
-0.535353,-0.930923
-0.479421,-1.0872
0.463121,-0.741094
-0.160307,-1.14366
-0.93344,0.0834298
-0.875641,-0.707015
-0.269076,1.09001
1.02857,0.525262
-0.16724,-0.320343
0.54779,0.385599
0.264463,0.175385
0.72615,-0.387688
0.634923,0.24844
0.66524,-0.0865216
0.488135,0.883274
0.0571203,0.98285
